id,candidate_length,in_candidates,response,answer
1149,8,True,Virginia,Virginia
1150,3,True,Morgan Stanley,Morgan Stanley
1151,10,True,JPMorgan Chase,Chase (bank)
1152,10,True,Walmart,Walmart
1153,1,True,North Carolina,North Carolina
1154,1,True,North Carolina,North Carolina
1155,10,True,Scottsdale,"Scottsdale, Arizona"
1156,3,True,Alaska,Alaska
1157,2,True,Toyota,Toyota
1158,10,True,John Donaldson (author),William John Donaldson
1159,1,True,"Sicilian Defence, Accelerated Dragon","Sicilian Defence, Accelerated Dragon"
1160,10,False,nic,William John Donaldson
1161,1,False,Chess opening,Nitrogen trifluoride
1162,1,True,Leonid Stein,Leonid Stein
1163,10,False,nic,White and Black in chess
1164,10,False,nic,White and Black in chess
1165,10,False,nic,White and Black in chess
1166,1,True,Roman Dzindzichashvili,Roman Dzindzichashvili
1167,1,True,"Sicilian Defence, Accelerated Dragon","Sicilian Defence, Accelerated Dragon"
1168,1,True,Gata Kamsky,Gata Kamsky
1169,10,False,nic,William John Donaldson
1170,10,False,nic,William John Donaldson
1171,10,True,John Donaldson,Julian day
1172,10,False,nic,Here (Nokia)
1173,10,False,nic,William John Donaldson
1174,1,False,Chess opening,Nitrogen trifluoride
1175,10,True,Q (Star Trek),Q magazine
1176,10,True,Queen (chess),Queen (chess)
1177,10,False,nic,White and Black in chess
1178,10,False,nic,Paper size
1179,10,False,nic,White and Black in chess
1180,10,True,Queen (chess),Queen (chess)
1181,10,False,nic,White and Black in chess
1182,1,False,Barium,BA postcode area
1183,10,True,Fritz (chess),Fritz (chess)
1184,1,True,KH-8 Gambit 3,KH-8 Gambit 3
1185,1,False,Sieve (hieroglyph),Kingdom Hearts (video game)
1186,10,False,nic,White and Black in chess
1187,1,True,KH-8 Gambit 3,KH-8 Gambit 3
1188,1,True,Retinoblastoma protein,Retinoblastoma protein
1189,10,False,nic,White and Black in chess
1190,10,False,nic,Exchange (chess)
1191,10,False,nic,White and Black in chess
1192,10,True,Municipalities of the canton of Fribourg,Canton of Fribourg
1193,10,True,Fribourg,Canton of Fribourg
1194,10,True,Switzerland,Switzerland
1195,10,True,Australia national cricket team,Australia
1196,10,True,Switzerland,Switzerland
1197,10,True,Fed Cup,Fed Cup
1198,10,True,Switzerland Davis Cup team,Switzerland
1199,1,True,Patty Schnyder,Patty Schnyder
1200,10,True,Australia national tennis team,Australia
1201,10,True,Switzerland,Switzerland
1202,2,True,Roger Federer,Roger Federer
1203,1,True,Mardy Fish,Mardy Fish
1204,10,True,Davis Cup,Davis Cup
1205,10,True,Australia Davis Cup team,Australia
1206,1,True,Christiane Jolissaint,Christiane Jolissaint
1207,10,True,Switzerland,Switzerland
1208,1,True,Jelena Dokic,Jelena Dokic
1209,1,True,Timea Bacsinszky,Timea Bacsinszky
1210,1,True,Samantha Stosur,Samantha Stosur
1211,1,True,Timea Bacsinszky,Timea Bacsinszky
1212,10,True,Switzerland,Switzerland
1213,1,True,Timea Bacsinszky,Timea Bacsinszky
1214,1,True,Christiane Jolissaint,Christiane Jolissaint
1215,1,True,Samantha Stosur,Samantha Stosur
1216,10,True,US Open (tennis),US Open (tennis)
1217,1,True,Timea Bacsinszky,Timea Bacsinszky
1218,10,True,Swiss,Switzerland
1219,10,True,Australia national cricket team,Australia
1220,10,True,Australia,Australia
1221,10,False,nic,Sui Dynasty
1222,10,True,Australia,ARIA Charts
1223,1,True,Timea Bacsinszky,Timea Bacsinszky
1224,10,False,nic,Sui Dynasty
1225,1,True,Samantha Stosur,Samantha Stosur
1226,10,True,Australia,ARIA Charts
1227,10,True,International Tennis Federation,International Tennis Federation
1228,10,True,Fed Cup,Fed Cup
1229,10,True,Lärabar,Delicious (website)
1230,10,True,English language,England
1231,10,True,Los Angeles,Louisiana
1232,10,True,Star Wars,Star Wars
1233,6,True,The Lord of the Rings,Hobbit
1234,4,True,IPhone,IPhone
1235,10,True,"Santa Barbara, California","Santa Barbara, California"
1236,10,False,nic,In-N-Out Burger
1237,10,True,"Santa Barbara, California","Santa Barbara, California"
1238,10,True,Apple Store,Apple Store
1239,10,True,IPhone,IPhone
1240,10,True,"Santa Barbara, California","Santa Barbara, California"
1241,10,True,Los Angeles,Louisiana
1242,10,True,Chicago,Chicago
1243,3,True,Chicago,Chicago
1244,10,True,Chicago,Chicago
1245,10,True,"Santa Barbara, California","Santa Barbara, California"
1246,10,False,nic,In-N-Out Burger
1247,10,True,Los Angeles,Louisiana
1248,10,False,nic,In-N-Out Burger
1249,10,False,nic,In-N-Out Burger
1250,2,True,In-N-Out Burger,In-N-Out Burger
1251,3,True,Eye,Eye
1252,10,True,IPhone,IPhone
1253,10,True,Mobile phone,IPhone
1254,10,True,PlayStation,PlayStation
1255,10,True,iPhone,IPhone
1256,10,True,Apple Inc.,Apple Store
1257,10,True,Mexican cuisine,Mexico
1258,10,True,"Santa Barbara, California","Santa Barbara, California"
1259,10,True,Sears,Sears
1260,10,True,"Phoenix, Arizona","Phoenix, Arizona"
1261,10,True,Human eye,Human eye
1262,10,False,nic,World
1263,10,True,United States,United States
1264,5,True,Blogger (service),Blogger (service)
1265,10,True,Provost (education),Provost (civil)
1266,1,True,Lobbying,Lobbying
1267,10,True,Denver,Denver
1268,3,True,Russ Meyer,Russ Meyer
1269,1,True,Eastern New Mexico University,Eastern New Mexico University
1270,4,True,Dr. Phillip Shelley,"Portales, New Mexico"
1271,10,True,Dr. John Mason,Provost (civil)
1272,1,True,Foreign language,Foreign language
1273,3,True,Russ Meyer (baseball),Russ Meyer
1274,10,True,Provost (education),Provost (civil)
1275,10,False,nic,Eastern New Mexico University
1276,4,True,Continuing Education,Continuing education
1277,10,True,Library,Library
1278,10,True,Provost (education),Provost (civil)
1279,10,False,nic,Eastern New Mexico University
1280,2,True,Austin Peay State University,Austin Peay State University
1281,10,True,Tennessee,Tennessee
1282,10,True,Indiana University Bloomington,Indiana University
1283,10,True,"Bloomington, Indiana","Bloomington, Indiana"
1284,2,True,Colorado College,Colorado College
1285,10,True,University of North Carolina,University of North Carolina
1286,10,True,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina"
1287,2,True,"California State University, Northridge","California State University, Northridge"
1288,1,True,Western Association of Schools and Colleges,Western Association of Schools and Colleges
1289,10,True,English,England
1290,1,True,Western Washington University,Western Washington University
1291,3,True,Youngstown State University,Youngstown State University
1292,1,True,University of Northern Colorado,University of Northern Colorado
1293,10,True,University of Oregon,University of Oregon
1294,10,True,British,United Kingdom
1295,10,True,United States,United States
1296,10,False,nic,Russ Meyer
1297,10,False,nic,Russ Meyer
1298,2,True,College of Humanities and Social Sciences,Dietrich College of Humanities and Social Sciences
1299,10,True,Pueblo,"Pueblo, Colorado"
1300,2,True,Emporia State University,Emporia State University
1301,10,True,Kansas,Kansas
1302,1,True,University of Missouri,University of Missouri
1303,10,True,English language,England
1304,10,True,Ohio State University,Ohio State University
1305,10,True,English language,England
1306,10,True,University of Minnesota,University of Minnesota
1307,3,True,New Mexico State University,New Mexico State University
1308,1,True,University of Northern Colorado,University of Northern Colorado
1309,7,True,Washington State University,Washington State University
1310,2,True,Eastern New Mexico University,Eastern New Mexico
1311,10,True,"Calumet County, Wisconsin","Calumet County, Wisconsin"
1312,10,True,"Fond du Lac County, Wisconsin","Fond du Lac County, Wisconsin"
1313,10,True,Green Lake (Wisconsin),"Green Lake County, Wisconsin"
1314,10,True,"Marquette County, Wisconsin","Marquette, Michigan"
1315,10,True,East Central Wisconsin Regional Planning Agency,"Menominee County, Wisconsin"
1316,2,True,East Central Wisconsin Regional Planning Agency,Meskwaki
1317,3,True,East Central Wisconsin Regional Planning Agency,"Shawano County, Wisconsin"
1318,6,True,East Central Wisconsin Regional Planning Agency,"Waupaca County, Wisconsin"
1319,10,True,Winnebago,"Winnebago County, Wisconsin"
1320,6,True,Counties of Kenosha,"Kenosha, Wisconsin"
1321,10,True,"Milwaukee County, Wisconsin",Milwaukee
1322,2,True,Ozaukee,"Ozaukee County, Wisconsin"
1323,10,True,"Racine County, Wisconsin","Racine County, Wisconsin"
1324,10,True,"Walworth County, Wisconsin","Walworth, Wisconsin"
1325,7,True,"Waukesha County, Wisconsin","Waukesha County, Wisconsin"
1326,10,True,Washington County,"Washington, D.C."
1327,10,True,Altoona,"Altoona, Wisconsin"
1328,3,True,West Central Wisconsin Regional Planning Commission,"Chippewa Falls, Wisconsin"
1329,10,True,"Eau Claire, Wisconsin","Eau Claire, Wisconsin"
1330,10,True,Towns of Brunswick,"Brunswick, Georgia"
1331,10,True,Hallie,"Hallie, Wisconsin"
1332,10,False,nic,"Lafayette, Chippewa County, Wisconsin"
1333,10,True,"Seymour, Wisconsin","Seymour, Wisconsin"
1334,10,False,nic,"Tilden (community), Wisconsin"
1335,10,False,nic,Trade union
1336,10,True,"Washington County, Maryland","Washington, D.C."
1337,10,True,Houston,Houston
1338,10,False,nic,Greeks (finance)
1339,10,True,Alexander Pope,Pope
1340,10,True,Clyde L. Herring,Herring
1341,10,True,Driving under the influence,Driving under the influence
1342,10,True,Houston,Houston
1343,10,False,nic,Greeks (finance)
1344,10,True,HIV/AIDS,HIV
1345,10,True,Herring,Herring
1346,10,True,Pope,Pope
1347,10,True,Hunter,Hunting
1348,10,True,Somatosensory system,IPod Touch
1349,10,True,Robert Hunter (lyricist),Hunting
1350,10,True,Pope,Pope
1351,10,False,nic,Glen Johnson (English footballer)
1352,10,True,Latin,Carl Linnaeus
1353,10,True,"Center City, Minnesota","Center City, Minnesota"
1354,10,True,Minnesota,Minnesota
1355,2,True,Hazelden,Hazelden Foundation
1356,10,True,A. R. Penck,A
1357,10,True,California,California
1358,10,True,Sage Publications,Sage Group
1359,10,True,New York,New York City
1360,10,False,nic,G
1361,10,True,Ethics,Ethics
1362,1,True,Cengage Learning,Cengage Learning
1363,8,True,"Herring, B.",B
1364,5,True,Ethics,Ethics
1365,10,True,Houston,Houston
1366,10,False,nic,Greeks (finance)
1367,5,False,nic,E
1368,10,True,"Washington, D.C.","Washington, D.C."
1369,10,True,Hunter,Hunting
1370,3,True,Psychotherapy,Psychotherapy
1371,10,True,New York,New York City
1372,10,True,Sage Publications,Sage Group
1373,10,False,nic,Glen Johnson (English footballer)
1374,9,True,C.,Circa
1375,10,True,Pope,Pope
1376,10,True,San Francisco,San Francisco
1377,1,True,John Wiley & Sons,John Wiley & Sons
1378,10,True,A. R. Penck,A
1379,10,True,New York,New York City
1380,10,True,Routledge,Routledge
1381,10,True,Copyright,Copyright
1382,4,True,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute
1383,10,True,New York State,New York City
1384,2,True,Academic Research,Research
1385,10,True,New York,New York City
1386,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1387,1,True,Shirley Ann Jackson,Shirley Ann Jackson
1388,4,True,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute
1389,10,True,New York,New York City
1390,10,False,nic,Shirley Ann Jackson
1391,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1392,10,True,New York,New York City
1393,1,True,Distributed generation,Distributed generation
1394,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1395,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1396,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1397,1,True,George Pataki,George Pataki
1398,10,True,State legislature (United States),Legislature
1399,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1400,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1401,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1402,10,True,New York,New York City
1403,10,True,"Albany, NY","Albany, New York"
1404,10,True,New York,New York City
1405,10,True,"Malta, New York",Malta
1406,10,True,New York,New York City
1407,1,True,Pace University School of Law,Pace University School of Law
1408,4,True,Stephen J. Friedman,Stephen J. Friedman
1409,10,True,Pace University,Pace plc
1410,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1411,10,True,Cornell University,Cornell University
1412,2,True,Brookhaven National Laboratory,Brookhaven National Laboratory
1413,2,True,Clarkson University,Clarkson University
1414,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1415,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1416,10,True,Rensselaer Polytechnic Institute,"Rensselaer, New York"
1417,3,True,Kyoto Protocol,Kyoto Protocol
1418,10,True,United Nations,United Nations
1419,9,True,Field-effect transistor,Field-effect transistor
1420,10,True,Direct current,Direct current
1421,10,True,Direct current,Direct current
1422,10,True,DNAJC10,Chevrolet C/K
1423,10,True,DNAJC11,Mercedes-Benz C11
1424,10,True,UBE2V2,Visual cortex
1425,10,False,nic,STMicroelectronics
1426,10,True,DNAJC10,Chevrolet C/K
1427,10,True,DNAJC11,Mercedes-Benz C11
1428,10,True,ATC code C10,Chevrolet C/K
1429,10,True,DNAJC11,Mercedes-Benz C11
1430,10,True,Direct current,Direct current
1431,10,False,nic,STMicroelectronics
1432,4,True,RadioShack,RadioShack
1433,4,True,RadioShack,RadioShack
1434,4,True,RadioShack,RadioShack
1435,10,False,nic,STMicroelectronics
1436,10,False,nic,STMicroelectronics
1437,10,False,nic,C (musical note)
1438,4,True,RadioShack,RadioShack
1439,1,False,Litre,Disabled list
1440,1,False,Next (group),RL circuit
1441,10,True,Direct current,Direct current
1442,10,True,FOXP1,P1 (AirTrain Newark station)
1443,10,False,nic,P2 (AirTrain Newark station)
1444,10,False,nic,STMicroelectronics
1445,2,True,First Army (United States),For Inspiration and Recognition of Science and Technology
1446,2,True,Input/output,Input/output
1447,10,True,Pomona,"Pomona, California"
1448,10,True,Fuse (electrical),Fuse (explosives)
1449,1,True,EL34,EL34
1450,10,True,AC power,Alternating current
1451,10,True,DNAJC10,Chevrolet C/K
1452,10,True,HMS C11,Mercedes-Benz C11
1453,10,True,AC power,Alternating current
1454,10,False,nic,Chevrolet Corvette (C6)
1455,10,True,Capacitor C7,Colt Canada C7 rifle
1456,10,True,resistor,R6 (New York City Subway car)
1457,10,True,R7 (New York City Subway car),R7 (New York City Subway car)
1458,10,False,nic,C (musical note)
1459,10,True,DNAJC10,Chevrolet C/K
1460,10,True,Isotopes of carbon,Mercedes-Benz C11
1461,10,True,FOXP1,P1 (AirTrain Newark station)
1462,10,False,nic,P2 (AirTrain Newark station)
1463,10,False,nic,CPU cache
1464,10,False,nic,CPU cache
1465,10,True,Art,Art
1466,10,True,Motors,Engine
1467,4,True,Fishing DVD's,DVD
1468,1,True,Business-to-business,Business-to-business
1469,10,True,U.S. Campgrounds,Camping
1470,10,True,Clubs,Club
1471,5,True,"Cooking, Recipes",Recipe
1472,10,True,U.S. Boat & Fishing,Montreal Expos
1473,10,True,Fisheries,Fishery
1474,2,True,Fly Fishing,Fly fishing
1475,7,True,Hunting and Firearms,Firearm
1476,10,True,"Land, Real Estate, & Rentals",Real estate
1477,3,True,"Land, Real Estate, & Rentals",Renting
1478,10,True,Charts,Chart
1479,1,True,Collectable,Collectable
1480,2,True,Mobile Phone,Mobile phone
1481,3,True,Recreational vehicle,Motorhome
1482,10,True,Motorhome and RV,Recreational vehicle
1483,10,True,Survival skills,Survival skills
1484,10,True,Fishing tournament,Tournament
1485,10,True,Weather,Weather
1486,1,True,Webmaster,Webmaster
1487,2,True,Chaka Khan,Chaka Khan
1488,3,True,Dionne Warwick,Dionne Warwick
1489,3,True,Dionne Warwick,Dionne Warwick
1490,1,True,Lisa Rinna,Lisa Rinna
1491,10,True,Team sport,Team
1492,1,True,Lisa Rinna,Lisa Rinna
1493,1,True,Marlee Matlin,Marlee Matlin
1494,3,True,Dionne Warwick,Dionne Warwick
1495,3,True,La Toya Jackson,La Toya Jackson
1496,1,True,Holly Robinson Peete,Holly Robinson Peete
1497,10,False,nic,Star Jones
1498,1,True,Lisa Rinna,Lisa Rinna
1499,10,False,nic,Star Jones
1500,2,True,NeNe Leakes,NeNe Leakes
1501,10,False,nic,Star Jones
1502,10,True,University of Warwick,"Warwick, Rhode Island"
1503,6,True,Société de Microélectronique et d'Horlogerie,The Sydney Morning Herald
1504,1,True,Lisa Rinna,Lisa Rinna
1505,10,False,nic,Star Jones
1506,10,True,Dionne Warwick,"Warwick, Rhode Island"
1507,10,True,Donald Trump,Trump
1508,10,True,University of Warwick,"Warwick, Rhode Island"
1509,10,False,nic,Star Jones
1510,10,False,nic,Star Jones
1511,1,True,Lisa Rinna,Lisa Rinna
1512,1,True,Lisa Rinna,Lisa Rinna
1513,1,True,Lisa Rinna,Lisa Rinna
1514,10,True,Donald Trump,Trump
1515,10,False,nic,Star Jones
1516,10,True,Warwick,"Warwick, Rhode Island"
1517,10,False,nic,Star Jones
1518,10,True,Dionne Warwick,Dionne Warwick
1519,1,False,The Real Housewives of Atlanta,Nene (aristocrat)
1520,1,True,LeToya Luckett,LeToya Luckett
1521,2,True,Star Jones,Star Jones
1522,2,True,NeNe Leakes,NeNe Leakes
1523,7,True,Ceasefire,Ceasefire
1524,10,True,Selita Ebanks,Uniform resource locator
1525,2,True,Selita Ebanks,Selita Ebanks
1526,10,True,BET,BET
1527,1,True,Rip the Runway,Rip the Runway
1528,10,True,New York City,New York City
1529,3,True,Tyra Banks,Tyra Banks
1530,1,True,Zac Efron,Zac Efron
1531,3,True,Toni Braxton,Toni Braxton
1532,1,True,United States Environmental Protection Agency,United States Environmental Protection Agency
1533,3,True,National Weather Service,National Weather Service
1534,10,True,Texas,Texas
1535,10,True,Native Americans in the United States,India
1536,10,True,Texas,Texas
1537,3,True,Southern United States,Southern United States
1538,10,True,North America,North America
1539,1,True,Energy Star,Energy Star
1540,10,True,Radon,Radon
1541,10,False,nic,Southern United States
1542,10,True,National Audubon Society,National Audubon Society
1543,1,True,Christmas Bird Count,Christmas Bird Count
1544,10,True,Christmas Bird Count,Canadian Broadcasting Corporation
1545,10,False,nic,Southern United States
1546,10,True,Christmas Bird Count,Canadian Broadcasting Corporation
1547,10,True,Texas,Texas
1548,10,False,nic,Southern United States
1549,10,False,nic,Energy Star
1550,10,True,Texas,Texas
1551,10,True,Americans,United States
1552,1,True,United States Geological Survey,United States Geological Survey
1553,10,True,Northeastern United States,Northeastern United States
1554,10,True,Midwestern United States,Midwestern United States
1555,10,True,Northwestern United States,Northwestern United States
1556,10,True,Asian ladybug,Asia
1557,1,True,Harmonia axyridis,Harmonia axyridis
1558,10,True,Asian ladybugs,Asia
1559,10,True,Asian ladybug,Asia
1560,10,False,nic,Southern United States
1561,10,True,Asia,Asia
1562,10,True,California,California
1563,10,True,Mexico,Mexico
1564,10,False,nic,"Aurora, Ohio"
1565,10,True,Private family burial,Privately held company
1566,10,False,nic,"Aurora, Ohio"
1567,10,True,"Platte, South Dakota","Platte, South Dakota"
1568,10,True,South Dakota,South Dakota
1569,10,False,nic,"Aurora, Ohio"
1570,10,True,Nebraska,Nebraska
1571,2,True,"Gayville, South Dakota","Gayville, South Dakota"
1572,9,True,"Yankton, South Dakota","Yankton County, South Dakota"
1573,10,True,South Dakota,South Dakota
1574,9,True,"Yankton, South Dakota","Yankton County, South Dakota"
1575,10,True,South Dakota,South Dakota
1576,9,True,"Yankton, South Dakota","Yankton County, South Dakota"
1577,10,True,Sioux Falls,"Sioux Falls, South Dakota"
1578,10,True,"Huron, South Dakota","Huron, South Dakota"
1579,10,True,South Dakota,South Dakota
1580,10,True,"Superior, Nebraska","Superior, Nebraska"
1581,10,True,Nebraska,Nebraska
1582,10,True,"Superior, Nebraska","Superior, Nebraska"
1583,10,False,nic,"Aurora, Ohio"
1584,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1585,10,True,Colorado,Colorado
1586,10,False,nic,"Aurora, Ohio"
1587,10,False,nic,P.E.O. Sisterhood
1588,10,False,nic,Dar es Salaam
1589,10,True,Superior,"Superior, Nebraska"
1590,10,False,nic,"Aurora, Ohio"
1591,10,True,Colorado,Colorado
1592,1,True,"Bonita Springs, Florida","Bonita Springs, Florida"
1593,10,True,Florida,Florida
1594,10,True,"Lincoln, Nebraska","Lincoln, Nebraska"
1595,10,True,Denver,Denver
1596,10,True,Colorado,Colorado
1597,10,False,nic,"Aurora, Ohio"
1598,10,True,Oregon,Oregon
1599,10,True,"Reading, Berkshire","Reading, Berkshire"
1600,10,True,"Reading, Berkshire","Reading, Berkshire"
1601,10,True,"Reading, Berkshire","Reading, Berkshire"
1602,10,True,"Reading, Berkshire","Reading, Berkshire"
1603,2,True,A329(M) motorway,A329 road
1604,2,True,A329 road,A329 road
1605,10,True,"Reading, Berkshire","Reading, Berkshire"
1606,2,True,A329 road,A329 road
1607,10,True,"Reading, Berkshire","Reading, Berkshire"
1608,1,True,Reading East (UK Parliament constituency),Reading East (UK Parliament constituency)
1609,10,True,A4 road (England),A4 (Croatia)
1610,10,True,A4 road (England),A4 (Croatia)
1611,10,False,nic,"John Manners, Marquess of Granby"
1612,10,True,London Road (Reading),London Road (Sheffield)
1613,10,True,London Road (Reading),London Road (Sheffield)
1614,1,True,Royal Berkshire Hospital,Royal Berkshire Hospital
1615,7,True,A33 road,A33 road
1616,7,True,A33 road,A33 road
1617,10,True,"Reading, Berkshire","Reading, Berkshire"
1618,2,True,Madejski Stadium,Madejski Stadium
1619,1,True,Reading F.C.,Reading F.C.
1620,10,True,Reading,Town centre
1621,10,True,A4 road (England),A4 (Croatia)
1622,10,True,A4 road (England),A4 (Croatia)
1623,10,True,"Reading, Berkshire","Reading, Berkshire"
1624,10,True,A4 road (England),A4 (Croatia)
1625,10,True,A4 road (England),A4 (Croatia)
1626,10,True,A4 road (England),A4 (Croatia)
1627,1,True,Thames Valley Police,Thames Valley Police
1628,3,True,Pizza Hut,Pizza Hut
1629,1,True,Reading railway station,Reading railway station
1630,1,True,Marks & Spencer,Marks & Spencer
1631,10,True,Bear,Bear
1632,10,True,Manchester Town Hall,Seat of local government
1633,10,True,Post Office,Post office
1634,10,True,High Street,High Street (Sheffield)
1635,10,True,High Street,High Street (Sheffield)
1636,8,True,"Duke Street, Bath","Duke Street, Glasgow"
1637,1,False,Iu Wai,IU (singer)
1638,10,True,Big Ten Conference,Big Ten Conference
1639,10,True,"Bloomington, Indiana","Bloomington, Indiana"
1640,10,True,Indiana,Independent (politician)
1641,10,True,Associated Press,Associated Press
1642,1,True,Talor Battle,Talor Battle
1643,10,True,Penn State Nittany Lions,Penn State Nittany Lions football
1644,10,False,nic,Indiana Hoosiers men's basketball
1645,8,True,Penn State Nittany Lions,Nittany Lion
1646,10,True,Big Ten Conference,Big Ten Conference
1647,7,True,Assembly Hall (Bloomington),Assembly Hall (Bloomington)
1648,6,True,Penn State Nittany Lions football,"State College, Pennsylvania"
1649,10,False,nic,Pennsylvania
1650,10,False,nic,Indiana Hoosiers men's basketball
1651,1,True,Victor Oladipo,Victor Oladipo
1652,10,True,Penn State Nittany Lions,Penn State Nittany Lions football
1653,10,True,Big Ten Conference,Big Ten Conference
1654,8,True,Penn State Nittany Lions,Nittany Lion
1655,10,True,Penn State Nittany Lions,Penn State Nittany Lions football
1656,10,False,nic,Indiana Hoosiers men's basketball
1657,2,False,nic,Victor Oladipo
1658,1,True,Jeremiah Rivers,Jeremiah Rivers
1659,10,True,Indiana Hoosiers,Hoosiers
1660,10,False,nic,Indiana Hoosiers men's basketball
1661,10,True,Indiana Hoosiers men's basketball,Hoosiers
1662,2,True,Jordan Hulls,Jordan Hulls
1663,10,False,nic,Indiana Hoosiers men's basketball
1664,7,True,Maurice Creek,Maurice Creek
1665,10,False,nic,Stream
1666,10,False,nic,Indiana Hoosiers men's basketball
1667,10,False,nic,Indiana Hoosiers men's basketball
1668,10,False,nic,Indiana Hoosiers men's basketball
1669,8,True,Penn State Nittany Lions,Nittany Lion
1670,10,False,nic,Indiana Hoosiers men's basketball
1671,10,True,Penn State Nittany Lions,Penn State Nittany Lions football
1672,10,True,David Jackson (footballer),David Jackson (rock musician)
1673,10,True,Penn State Nittany Lions,Penn State Nittany Lions football
1674,4,False,nic,Jordan Hulls
1675,10,False,nic,Indiana Hoosiers men's basketball
1676,10,True,Christian Watford,Christian
1677,10,True,Watford,Watford F.C.
1678,10,True,Decatur Daily Democrat,Democratic Party (United States)
1679,1,True,National Renewable Energy Laboratory,National Renewable Energy Laboratory
1680,10,True,United States,United States
1681,10,True,United States,United States
1682,10,True,United States,United States
1683,1,True,American Wind Energy Association,American Wind Energy Association
1684,1,True,American Wind Energy Association,American Wind Energy Association
1685,10,True,United States,United States
1686,10,True,United States,United States
1687,10,True,United States,United States
1688,10,True,United States,United States
1689,10,True,United States,United States
1690,10,True,Wind power in Texas,Texas
1691,10,True,Kansas,Kansas
1692,10,True,Montana,Montana
1693,10,True,Nebraska,Nebraska
1694,10,True,South Dakota,South Dakota
1695,10,True,North Dakota,North Dakota
1696,10,True,Wind power in Iowa,Iowa
1697,10,True,Wyoming,Wyoming
1698,10,True,Oklahoma,Oklahoma
1699,10,True,New Mexico,New Mexico
1700,10,True,Indiana,Indiana
1701,10,True,Ohio,Ohio
1702,10,True,Oregon,Oregon
1703,10,True,United States,United States
1704,10,True,United States,United States
1705,1,True,Energy Information Administration,Energy Information Administration
1706,10,True,Energy Information Administration,Energy Information Administration
1707,10,True,United States,United States
1708,1,True,Renewable portfolio standard,Renewable portfolio standard
1709,1,True,American Wind Energy Association,American Wind Energy Association
1710,1,True,Denise Bode,Denise Bode
1711,10,True,United States,United States
1712,10,True,United States Congress,United States Congress
1713,1,True,Renewable portfolio standard,Renewable portfolio standard
1714,10,True,Eastern Kentucky Coalfield,Eastern Kentucky Coalfield
1715,10,True,West Virginia,West Virginia
1716,10,True,"Gilbert, West Virginia","Gilbert, Arizona"
1717,7,True,"Pikeville, Kentucky","Pikeville, Kentucky"
1718,10,False,nic,Eastern Kentucky Coalfield
1719,10,False,nic,Eastern Kentucky Coalfield
1720,5,True,"Breathitt County, Kentucky","Breathitt County, Kentucky"
1721,10,True,"Clay County, Kentucky",Clay
1722,10,True,"Knott County, Kentucky","Knott County, Kentucky"
1723,10,True,"Bell County, Kentucky","Bell County, Kentucky"
1724,10,True,"Letcher County, Kentucky","Letcher County, Kentucky"
1725,10,False,nic,"Perry, Illinois"
1726,10,True,"Owsley County, Kentucky","Owsley County, Kentucky"
1727,10,True,"Harlan County, Kentucky","Harlan, Kentucky"
1728,10,True,All-terrain vehicle,All-terrain vehicle
1729,10,False,nic,Eastern Kentucky Coalfield
1730,10,True,"Big Sandy, West Virginia",Big Sandy River (Ohio River)
1731,1,True,"Pike County, Kentucky","Pike County, Kentucky"
1732,10,True,West Virginia,West Virginia
1733,10,True,Big Sandy ADD,Big Sandy River (Ohio River)
1734,10,False,nic,Northern pike
1735,7,True,"Magoffin County, Kentucky","Magoffin County, Kentucky"
1736,10,True,"Johnson County, Kentucky","Johnson County, Kentucky"
1737,10,True,"Pike County, Kentucky","Pike County, Kentucky"
1738,10,False,nic,Eastern Kentucky Coalfield
1739,10,True,United States House of Representatives,United States House of Representatives
1740,10,True,United States Senate,United States Senate
1741,10,True,"Harlan County, Kentucky","Harlan, Kentucky"
1742,10,True,"Bell County, Kentucky","Bell County, Kentucky"
1743,10,True,"Knott County, Kentucky","Knott County, Kentucky"
1744,3,True,"Bell County, Kentucky","Bell County, Kentucky"
1745,10,True,All-terrain vehicle,All-terrain vehicle
1746,10,True,Cascading Style Sheets,Cascading Style Sheets
1747,10,True,"Lewisburg, Tennessee","Lewisburg, Tennessee"
1748,10,True,"Marshall County, Tennessee","Marshall County, Tennessee"
1749,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1750,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1751,10,True,Notre Dame Fighting Irish,Notre Dame Fighting Irish
1752,10,True,"Lewisburg, Tennessee","Lewisburg, Tennessee"
