id,candidate_length,in_candidates,response,answer
638,4,True,New York Stock Exchange,New York Stock Exchange
639,10,True,Dow Jones Industrial Average,Dow Jones Industrial Average
640,1,True,New York Mercantile Exchange,New York Mercantile Exchange
641,1,True,ExxonMobil,ExxonMobil
642,10,True,United States Steel Corp.,U.S. Steel
643,2,True,The Home Depot,The Home Depot
644,10,True,Saks Fifth Avenue,"Saks, Inc."
645,10,True,Target Corporation,Target Corporation
646,9,True,Pacific Sunwear of California Inc.,PacSun
647,1,False,Russell Indexes,Russell 2000
648,10,True,Japan,Japan
649,1,True,Nikkei 225,Nikkei 225
650,10,True,United Kingdom,Great Britain
651,1,True,FTSE 100 Index,FTSE 100 Index
652,10,True,Germany,Germany
653,10,True,DAX,DAX
654,10,True,France,France
655,1,True,CAC 40,CAC 40
