id,candidate_length,in_candidates,response,answer
679,10,True,Louisiana,Louisiana
680,10,True,Georgia (U.S. state),Georgia (U.S. state)
681,10,True,Tennessee,Tennessee
682,10,True,Rain,Rain
683,8,True,the Carolinas,The Carolinas
684,10,True,Lightning,Lightning
685,4,True,Hail,Hail
686,10,True,Wind,Wind
687,10,True,Ohio Valley,Ohio River
688,10,True,Oklahoma,Oklahoma
689,1,True,Dallas/Fort Worth International Airport,Dallas/Fort Worth International Airport
690,10,True,Northeastern United States,Northeastern United States
691,10,True,Adirondack Mountains,Adirondack Mountains
692,2,True,Vermont,Green Mountains
693,10,True,Pennsylvania,Pennsylvania
694,10,True,Maine,Maine
695,1,True,Wind chill,Wind chill
696,10,True,freezing,Freezing
697,10,True,Western United States,Western United States
698,10,True,Rocky Mountains,Rocky Mountains
699,10,True,Southeastern United States,Southeastern United States
700,10,True,Great Plains,Great Plains
701,8,False,nic,California
702,10,True,Washington (state),Washington (state)
703,10,True,Oregon,Oregon
704,10,True,Midwest,Midwestern United States
705,10,True,Great Lakes,Great Lakes
706,10,True,Pacific Northwest,Pacific Northwest
707,1,True,Mid-Atlantic states,Mid-Atlantic states
708,10,True,Thermodynamic temperature,Temperature
709,1,True,"Cotulla, Texas","Cotulla, Texas"
710,10,True,"Alice, Texas","Alice, Texas"
711,10,True,"Grand Marais, Minnesota","Grand Marais, Minnesota"
712,10,True,Nicaragua,Nicaragua
713,10,True,Nicaraguan Civil War,Civil war
714,9,True,Managua,Managua
715,5,False,nic,List of radio stations in Nicaragua
716,1,True,Shortwave radio,Shortwave radio
717,5,True,Sandinista National Liberation Front,Sandinista National Liberation Front
718,10,True,Contras,Contras
719,6,True,Volcano,Types of volcanic eruptions
720,10,True,Pope John Paul II,Pope John Paul II
721,1,True,Hurricane Mitch,Hurricane Mitch
722,10,True,Mexico,Mexico
723,10,True,Central America,Central America
724,1,True,National Autonomous University of Nicaragua,National Autonomous University of Nicaragua
725,10,True,Diabetes mellitus,Diabetes mellitus
726,10,True,cancer,Cancer
