id,candidate_length,in_candidates,response,answer
1754,10,False,notInKB,notInKB
1755,1,True,"Culleoka, Tennessee","Culleoka, Tennessee"
1756,5,False,notInC,Corse-du-Sud
1757,9,True,Nathan Bedford Forrest,"Forrest County, Mississippi"
1758,7,True,Toledo Rockets,Houston Rockets
1759,9,True,"Rock, Kansas",Rock music
1760,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1761,9,True,"Forrest, Illinois","Forrest County, Mississippi"
1762,7,True,Toledo Rockets,Houston Rockets
1763,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1764,9,True,Tennessee,Tennessee
1765,10,True,"Smyrna, Tennessee",Smyrna
1766,9,True,"Nashville, Tennessee","Nashville, Tennessee"
1767,10,True,"Marshall County, Tennessee","Marshall County, Tennessee"
1768,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1769,2,True,Illinois,Illinois
1770,9,True,"Porter County, Indiana","Porter County, Indiana"
1771,10,True,notInKB,notInKB
1772,2,True,United States Army Reserve,Military reserve force
1773,8,False,notInC,"Columbia, Tennessee"
1774,2,True,Veterans Health Administration,Veterans Health Administration
1775,6,True,"Murfreesboro, Tennessee","Murfreesboro, Tennessee"
1776,10,True,notInKB,notInKB
1777,3,True,Native Americans in the United States,India
1778,9,True,United States,United States
1779,9,True,Diplomatic mission,Diplomatic mission
1780,9,True,Diplomatic mission,Diplomatic mission
1781,6,False,notInC,Map
1782,8,True,United States,United States
1783,9,True,Canadian English,Canada
1784,1,True,Albuquerque International Sunport,Albuquerque International Sunport
1785,1,True,notInKB,notInKB
1786,1,True,notInKB,notInKB
1787,9,True,New Mexico,New Mexico
1788,7,True,United States Capitol,United States Capitol
1789,3,True,notInKB,notInKB
1790,4,True,Basilica of San Francesco d'Assisi,Francis of Assisi
1791,10,False,notInKB,notInKB
1792,1,True,Santa Fe Plaza,Santa Fe Plaza
1793,1,True,Albuquerque International Sunport,Albuquerque International Sunport
1794,6,True,"Taos, New Mexico","Taos, New Mexico"
1795,7,True,"Los Alamos County, New Mexico","Los Alamos, New Mexico"
1796,5,True,South,Southern United States
1797,9,False,notInC,Interchange (road)
1798,8,True,Philips,Philips
1799,10,True,notInKB,notInKB
1800,10,True,Printed circuit board,Printed circuit board
1801,8,True,Copland (company),Aaron Copland
1802,10,True,Printed circuit board,Printed circuit board
1803,6,True,Sweden,Sweden
1804,10,True,notInKB,notInKB
1805,2,True,notInKB,notInKB
1806,10,True,Printed circuit board,Printed circuit board
1807,8,True,Andromeda Software Development,Autism spectrum
1808,9,True,Germany,Germany
1809,8,True,National People's Congress,Non-player character
1810,9,True,OGC Nice,Nice
1811,2,True,notInKB,notInKB
1812,10,True,notInKB,notInKB
1813,10,True,Printed circuit board,Printed circuit board
1814,2,True,Ground (electricity),Ground (electricity)
1815,10,True,notInKB,notInKB
1816,10,False,notInKB,notInKB
1817,10,False,notInKB,notInKB
1818,10,True,Printed circuit board,Printed circuit board
1819,10,True,notInKB,notInKB
1820,10,True,notInKB,notInKB
1821,10,True,notInKB,notInKB
1822,10,True,Printed circuit board,Printed circuit board
1823,1,True,TOSLINK,TOSLINK
1824,10,True,notInKB,notInKB
1825,10,True,Printed circuit board,Printed circuit board
1826,10,True,notInKB,notInKB
1827,10,True,Printed circuit board,Printed circuit board
1828,2,True,notInKB,notInKB
1829,10,True,notInKB,notInKB
1830,10,True,Printed circuit board,Printed circuit board
1831,1,True,notInKB,notInKB
1832,10,True,Wolfson Microelectronics,Wolfson Microelectronics
1833,1,True,notInKB,notInKB
1834,4,True,notInKB,notInKB
1835,10,True,notInKB,notInKB
1836,6,True,Character encoding,ASCII
1837,8,False,notInC,Executable and Linkable Format
1838,2,True,notInKB,notInKB
1839,10,False,notInC,Technical standard
1840,10,True,notInKB,notInKB
1841,10,True,notInKB,notInKB
1842,6,True,Multiple sclerosis,Mississippi
1843,10,False,notInKB,notInKB
1844,10,True,notInKB,notInKB
1845,2,False,notInC,Registered nurse
1846,10,True,notInKB,notInKB
1847,3,False,notInKB,notInKB
1848,9,True,notInKB,notInKB
1849,10,True,notInKB,notInKB
1850,10,True,notInKB,notInKB
1852,10,True,notInKB,notInKB
1853,3,True,Cyanide,Canadian National Railway
1854,8,True,Comboios de Portugal,Canadian Pacific Railway
1856,10,True,notInKB,notInKB
1857,8,False,notInC,AT&T
1858,6,True,Session border controller,AT&T
1859,10,True,notInKB,notInKB
1860,1,True,notInKB,notInKB
1861,7,True,"Tucson, Arizona","Tucson, Arizona"
1862,2,True,Arizona,Arizona
1863,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1864,3,True,"Peekskill, New York","Peekskill, New York"
1865,10,True,notInKB,notInKB
1866,8,True,Missouri,Missouri
1867,6,True,World War II,World War II
1868,7,True,United States Army Air Corps,United States Army Air Corps
1869,9,True,"Yuma, Arizona","Yuma, Arizona"
1870,2,True,Arizona,Arizona
1871,9,True,Kingdom of England,England
1872,8,True,United States Air Force,United States Air Force
1873,6,True,World War II,World War II
1874,1,True,University of Colorado Boulder,University of Colorado Boulder
1875,9,True,"Boulder, Colorado","Boulder, Colorado"
1876,1,True,G.I. Bill,G.I. Bill
1877,6,True,World War II,World War II
1878,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1879,1,True,Bass Pro Shops,Bass Pro Shops
1880,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1881,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1882,1,True,Front Range,Front Range
1883,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1884,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1885,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1886,5,True,Estes Park Chamber of Commerce,Chamber of commerce
1887,10,True,notInKB,notInKB
1888,5,True,Order of the Arrow,Order of the Arrow
1889,6,True,World War II,World War II
1890,2,True,Rotary International,Rotary International
1891,1,True,Lions Clubs International,Lions Clubs International
1892,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1893,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1894,3,False,notInC,Town
1895,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1896,8,True,Italy,Italy
1897,6,True,Oxygen,Oxygen
1898,9,True,Florida,Florida
1899,7,True,"Tucson, Arizona","Tucson, Arizona"
1900,9,True,Colorado,Colorado
1901,1,True,Estes Park Trail-Gazette,Estes Park Trail-Gazette
1902,1,True,Beaver Meadows Visitor Center,Beaver Meadows Visitor Center
1903,2,True,Rocky Mountain National Park,Rocky Mountain National Park
1904,6,True,Trevor Releford,Trevor Releford
1905,8,True,"Montgomery, Alabama","Montgomery, Alabama"
1906,9,True,2008 Florida Gators football team,Florida
1907,1,True,JaMychal Green,JaMychal Green
1908,5,True,"Tony Mitchell (basketball, born 1989)","Tony Mitchell (basketball, born 1989)"
1909,3,True,notInKB,notInKB
1910,1,True,Trevor Releford,Trevor Releford
1911,10,True,notInKB,notInKB
1912,10,False,notInKB,notInKB
1913,9,True,Florida,Florida
1914,10,False,notInKB,notInKB
1915,8,False,notInC,JaMychal Green
1916,8,True,Trevor Releford,Trevor Releford
1917,8,True,LSU Tigers football,LSU Tigers football
1918,7,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
1919,9,False,notInC,"Tony Mitchell (basketball, born 1989)"
1920,7,True,Southeastern Conference,Southeastern Conference
1921,8,False,notInC,JaMychal Green
1922,9,False,notInC,"Tony Mitchell (basketball, born 1989)"
1923,7,True,Trevor Releford,Trevor Releford
1924,10,False,notInKB,notInKB
1925,10,False,notInKB,notInKB
1926,9,False,notInC,"Tony Mitchell (basketball, born 1989)"
1927,8,False,notInC,JaMychal Green
1928,10,False,notInKB,notInKB
1929,8,False,notInC,JaMychal Green
1930,6,True,Southeastern Conference,Southeastern Conference
1931,10,False,notInKB,notInKB
1932,8,False,notInC,JaMychal Green
1933,9,True,Florida,Florida
1934,8,True,LSU Tigers football,LSU Tigers football
1935,1,True,Billy Donovan,Billy Donovan
1936,10,False,notInKB,notInKB
1937,9,True,Marshall University,Marshall University
1938,9,True,University of Florida,Florida
1939,3,True,notInKB,notInKB
1940,10,False,notInC,Billy Donovan
1941,8,True,LSU Tigers football,LSU Tigers football
1942,10,True,"Auburn, Alabama",Auburn Tigers football
1943,9,False,notInC,"Tony Mitchell (basketball, born 1989)"
1944,7,True,Trevor Releford,Trevor Releford
1945,6,True,Southeastern Conference,Southeastern Conference
1946,10,True,notInKB,notInKB
1947,9,True,Florida Gators men's basketball,Florida
1948,10,False,notInC,Billy Donovan
1949,9,True,New Jersey,New Jersey
1950,5,True,New York Red Bulls,New York Red Bulls
1951,10,False,notInKB,notInKB
1952,3,True,Red Bull Arena (Leipzig),Red Bull Arena (New Jersey)
1953,5,True,New York Red Bulls,New York Red Bulls
1954,10,False,notInKB,notInKB
1955,5,True,New York Red Bulls,New York Red Bulls
1956,1,True,Bloomberg Businessweek,Bloomberg Businessweek
1957,5,True,2010 New York Red Bulls season,New York Red Bulls
1958,10,False,notInKB,notInKB
1959,10,True,notInKB,notInKB
1960,5,True,New York Red Bulls,New York Red Bulls
1961,10,False,notInKB,notInKB
1962,10,True,"Newark, New Jersey","Newark, New Jersey"
1963,2,True,"Hudson County, New Jersey","Hudson County, New Jersey"
1964,5,True,New York Red Bulls,New York Red Bulls
1965,10,True,"Trenton, New Jersey","Trenton, New Jersey"
1966,1,True,New York Red Bulls,New York Red Bulls
1967,10,False,notInKB,notInKB
1968,1,True,New York Red Bulls,New York Red Bulls
1969,10,False,notInKB,notInKB
1970,9,True,"Santa Clara County, California","Santa Clara, California"
1971,9,True,American football,National Football League
1972,1,True,notInKB,notInKB
1973,1,True,notInKB,notInKB
1974,9,True,New Jersey,New Jersey
1975,5,True,New Jersey,New Jersey
1976,8,True,Manhattan,Manhattan
1977,6,True,Radial basis function,Reserve Bank of Australia
1978,2,True,Rogers Centre,Rogers Centre
1979,6,True,Red Bull Arena,Reserve Bank of Australia
1980,6,True,Ritchie Bros. Auctioneers,Reserve Bank of Australia
1981,9,True,"Santa Clara, California","Santa Clara, California"
1982,8,True,Minnesota Vikings,Vikings
1983,2,True,notInKB,notInKB
1984,8,True,Microsoft Windows,Microsoft Windows
1985,2,True,notInKB,notInKB
1986,6,True,Microsoft Word,Microsoft Word
1987,2,True,Microsoft Word,Microsoft Word
1988,9,True,Microsoft Excel,Microsoft Excel
1989,10,False,notInKB,notInKB
1990,6,True,A5 road (Great Britain),ISO 216
1991,2,False,notInC,D1 road (Croatia)
1992,10,False,notInKB,notInKB
1993,10,False,notInKB,notInKB
1994,1,True,Insert key,Insert key
1995,10,False,notInKB,notInKB
1996,10,True,notInKB,notInKB
1997,4,False,notInC,A2 motorway (Switzerland)
1998,1,True,Computer file management,Computer file management
1999,5,True,Computer file management,Computer file management
2000,1,True,Start menu,Start menu
2001,10,False,notInKB,notInKB
2002,2,True,Microsoft Excel,Microsoft Excel
2003,10,False,notInKB,notInKB
2004,10,False,notInKB,notInKB
2005,5,False,notInC,Start menu
2006,0,False,notInC,Delimiter-separated values
2007,6,True,Next (TV series),NeXT
2008,2,True,notInKB,notInKB
2009,10,False,notInKB,notInKB
2010,10,False,notInKB,notInKB
2011,9,True,United States,United States
2012,1,True,President of the United States,President of the United States
2013,9,True,United States,United States
2014,5,True,notInKB,notInKB
2015,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2016,10,True,notInKB,notInKB
2017,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2018,10,True,"Hartford, Connecticut","Hartford, Connecticut"
2019,7,True,"Savannah, Georgia","Savannah, Georgia"
2020,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2021,7,True,"Savannah, Georgia","Savannah, Georgia"
2022,7,True,"Roswell, Georgia","Roswell, Georgia"
2023,7,True,"Roswell, Georgia","Roswell, Georgia"
2024,8,True,Georgia (U.S. state),Georgia (U.S. state)
2025,10,True,Atlanta,Atlanta
2026,1,True,Bulloch Hall,Bulloch Hall
2027,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2028,7,True,Confederate States of America,Confederate States of America
2029,7,True,American Civil War,American Civil War
2030,8,False,notInC,Martha Bulloch Roosevelt
2031,8,True,Theodore Roosevelt,Theodore Roosevelt
2032,7,False,notInC,American Civil War
2033,9,False,notInC,Trade union
2034,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2035,8,True,Theodore Roosevelt,Theodore Roosevelt
2036,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2037,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2038,8,True,Theodore Roosevelt,Theodore Roosevelt
2039,8,True,Theodore Roosevelt,Theodore Roosevelt
2040,8,True,BadLLM: New York State Legislature,California State Legislature
2041,10,True,notInKB,notInKB
2042,8,True,Theodore Roosevelt,Theodore Roosevelt
2043,7,True,American ethnicity,United States
2044,9,True,American football,National Football League
2045,8,True,Super Bowl,Super Bowl
2046,1,True,AT&T Stadium,AT&T Stadium
2047,9,True,"Arlington, Texas","Arlington, Texas"
2048,8,True,Texas,Texas
2049,9,True,American football,National Football League
2050,8,True,Super Bowl,Super Bowl
2051,9,True,American football,National Football League
2052,9,True,Green Bay Packers,Green Bay Packers
2053,9,True,Indianapolis Colts,Indianapolis
2054,1,True,Super Bowl XLV,Super Bowl XLV
2055,10,True,Green Bay Packers,Green Bay Packers
2056,10,True,Minnesota Vikings,Minnesota Vikings
2057,10,True,New York Jets,New York Jets
2058,8,True,American Football Conference,American Football Conference
2059,10,True,Green Bay Packers,Green Bay Packers
2060,3,True,National Football Conference,NFC Championship Game
2061,8,True,Super Bowl,Super Bowl
2062,6,True,London,London
2063,2,True,World Series of Poker Europe,World Series of Poker Europe
2064,1,True,Microgaming,Microgaming
2065,6,False,notInKB,notInKB
2066,1,True,Microgaming,Microgaming
2067,1,True,Minigame,Minigame
2068,1,True,Microgaming,Microgaming
2069,1,True,Microgaming,Microgaming
2070,1,True,Playtech,Playtech
2071,9,True,Pink Panther (character),The Pink Panther
2072,10,True,notInKB,notInKB
2073,9,True,Pink Panther (character),The Pink Panther
2074,9,True,Pink Panther (character),The Pink Panther
2075,10,False,notInKB,notInKB
2076,3,True,2018 Winter Olympics,Annecy
2077,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2078,3,True,Annecy,Annecy
2079,7,True,French people,France
2080,1,True,Nicolas Sarkozy,Nicolas Sarkozy
2081,8,True,Durban,Durban
2082,8,True,South Africa,South Africa
2083,7,True,French people,France
2084,4,True,International Olympic Committee,International Olympic Committee
2085,8,True,International Olympic Committee,International Olympic Committee
2086,8,True,President of South Korea,South Korea
2087,1,True,Pyeongchang County,Pyeongchang County
2088,7,True,Germany,Germany
2089,7,True,Munich,Munich
2090,10,True,notInKB,notInKB
2091,6,True,Tony Blair,Tony Blair
2092,7,True,Singapore,Singapore
2093,8,True,London,London
2094,8,True,International Olympic Committee,International Olympic Committee
2095,9,True,Paris,Paris
2096,7,True,French people,France
2097,1,True,Jacques Chirac,Jacques Chirac
2098,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2099,8,True,Durban,Durban
2100,3,True,Annecy,Annecy
2101,8,True,Jacques Chirac,Jacques Chirac
2102,4,True,Barack Obama,Barack Obama
2103,9,True,United States,United States
2104,7,True,Copenhagen,Copenhagen
2105,10,True,Chicago,Chicago
2106,10,True,notInKB,notInKB
2107,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2108,7,True,France,France
2109,9,True,Early modern France,France
2110,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2111,7,True,France,France
2112,1,True,Chantal Jouanno,Chantal Jouanno
2113,8,True,Durban,Durban
2114,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2115,8,True,Turkey,Turkey
2116,4,True,Ottoman Empire,Ottoman Empire
2117,9,True,First Bulgarian Empire,Bulgaria
2118,5,True,Greece,Greece
2119,7,True,Ankara,Ankara
2120,6,True,"Washington, D.C.","Washington, D.C."
2121,6,True,Master of Science,Mississippi
2122,8,True,"University of Maryland, College Park","University of Maryland, College Park"
2123,10,True,notInKB,notInKB
2124,9,True,Minnesota,Minnesota
2125,7,True,New York metropolitan area,New York City
2126,5,True,Connecticut,Connecticut
2127,9,True,North Carolina,North Carolina
2128,9,True,North Carolina,North Carolina
2129,9,True,North Carolina,North Carolina
2130,5,True,Turkish people,Ottoman Empire
2131,9,True,United States,United States
2132,1,True,notInKB,notInKB
2133,7,True,Bridge to Turkiye Fund,Bridge
2134,8,True,United States,United States
2135,5,True,Turkish people,Ottoman Empire
2136,2,True,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill
2137,5,True,Turkish people,Ottoman Empire
2138,1,True,Internal Revenue Code,Internal Revenue Code
2139,9,True,"Albany, New York","Albany, New York"
2140,1,True,ECAC Hockey,ECAC Hockey
2141,8,True,Harvard University,Harvard University
2142,9,True,Yale College,Yale University
2143,9,True,Cornell Big Red men u0027 s ice hockey,Cornell Big Red
2144,10,True,notInKB,notInKB
2145,8,True,Cornell Big Red,Cornell Big Red
2146,9,True,Cornell University,Cornell Big Red
2147,8,True,Cornell Big Red,Cornell Big Red
2148,7,True,Rensselaer Polytechnic Institute (RPI),Engineer
2149,9,False,notInC,Trade union
2150,8,False,notInC,Brown Bears
2151,9,True,Dartmouth Big Green,Dartmouth College
2152,9,True,Brown Bears,Bear
2153,9,True,Brown Bears,Bear
2154,10,True,notInKB,notInKB
2155,7,False,notInC,Syracuse Orange men's basketball
2156,10,True,notInKB,notInKB
2157,9,False,notInC,Syracuse Orange
2158,7,False,notInC,Syracuse Orange men's basketball
2159,10,True,notInKB,notInKB
2160,9,True,notInKB,notInKB
2161,9,False,notInC,Syracuse Orange
2162,5,True,Lindenwood University,Lindenwood University
2163,9,True,Clarkson University,Clarkson University
2164,8,True,Wright State Raiders,Raiders (comics)
2165,9,False,notInC,Clarkson University
2166,1,True,Jamie Lee Rattray,Jamie Lee Rattray
2167,9,True,Clarkson University,Clarkson University
2168,9,True,Colgate Raiders football,Colgate University
2169,8,True,Wright State Raiders,Raiders (comics)
2170,8,True,Harvard University,Harvard University
2171,7,False,notInC,Harvard Crimson
2172,7,False,notInC,Harvard Crimson
2173,7,False,notInC,Harvard Crimson
2174,8,True,Yale Bulldogs,Canterbury-Bankstown Bulldogs
2175,7,False,notInC,Harvard Crimson
2176,5,False,notInKB,notInKB
2177,9,False,notInC,Cook (profession)
2178,8,True,W. Brian Arthur,W. (film)
2179,10,True,notInKB,notInKB
2180,1,True,notInKB,notInKB
2181,1,True,The EMBO Journal,The EMBO Journal
2182,10,True,notInKB,notInKB
2183,10,True,notInKB,notInKB
2184,10,True,notInKB,notInKB
2185,10,True,notInKB,notInKB
2186,10,True,notInKB,notInKB
2187,10,True,notInKB,notInKB
2188,10,True,notInKB,notInKB
2189,1,True,Journal of Biological Chemistry,Journal of Biological Chemistry
2190,10,True,notInKB,notInKB
2191,5,True,National Academy of Sciences,National Party of Australia
2192,4,False,notInKB,notInKB
2193,8,True,United States,United States
2194,2,True,Elsevier,Elsevier
2195,9,True,Pergamon Press,Pergamon Press
2196,1,True,notInKB,notInKB
2197,8,True,Polystyrene,Socialist Party (France)
2198,10,False,notInKB,notInKB
2199,10,True,notInKB,notInKB
2200,2,False,notInKB,notInKB
2201,6,True,MYST1,Multiple organ dysfunction syndrome
2202,6,True,Ataxia telangiectasia mutated,Automated teller machine
2203,9,True,notInKB,notInKB
2204,10,True,notInKB,notInKB
2205,9,False,notInC,The EMBO Journal
2206,2,True,Albion Rovers F.C.,Albion Rovers F.C.
2207,2,True,Albion Rovers F.C.,Albion Rovers F.C.
2208,8,True,Paul Martin (Scottish footballer),Paul Martin (Scottish footballer)
2209,6,True,Andy Scott (Scottish footballer),Andy Scott (Scottish footballer)
2210,1,True,Alloa Athletic F.C.,Alloa Athletic F.C.
2211,9,False,notInC,Andy Scott (Scottish footballer)
2212,8,True,notInKB,notInKB
2213,1,True,Cliftonhill,Cliftonhill
2214,6,False,notInC,Paul Martin (Scottish footballer)
2215,8,False,notInC,Andy Scott (Scottish footballer)
2216,10,True,notInKB,notInKB
2217,6,False,notInC,Paul Martin (Scottish footballer)
2218,7,True,Scottish Football League Third Division,Scottish Football League Third Division
2219,2,True,Ciaran Donnelly,Ciaran Donnelly
2220,1,True,Todd Lumsden,Todd Lumsden
2221,1,True,Scott Chaplain,Scott Chaplain
2222,7,True,notInKB,notInKB
2223,1,True,Chris Boyle,Chris Boyle
2224,1,True,Tony Stevenson,Tony Stevenson
2225,2,True,Danny Ferry,Danny Ferry
2226,6,False,notInC,Paul Martin (Scottish footballer)
2227,10,True,notInKB,notInKB
2228,9,False,notInC,Albion Rovers F.C.
2229,1,True,East Kilbride Thistle F.C.,East Kilbride Thistle F.C.
2230,1,True,Partick Thistle F.C.,Partick Thistle F.C.
2231,6,False,notInC,Paul Martin (Scottish footballer)
2232,1,True,Partick Thistle F.C.,Partick Thistle F.C.
2233,1,True,Partick Thistle F.C.,Partick Thistle F.C.
2234,1,True,Derek Gaston,Derek Gaston
2235,4,True,Partick Thistle F.C.,Partick Thistle F.C.
2236,5,True,Scottish Football League First Division,Scottish Football League First Division
2237,6,False,notInC,Queen's Park F.C.
2238,6,False,notInC,Paul Martin (Scottish footballer)
2239,1,True,Lanark United F.C.,Lanark United F.C.
2240,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2241,9,True,"Spa, Belgium",Spa
2242,3,True,Austrian Netherlands,Southern Netherlands
2243,6,True,Belgium,Belgium
2244,8,True,Kingdom of Great Britain,Great Britain
2245,6,False,notInC,Seven Years' War
2246,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2247,9,False,notInC,Duke of Newcastle
2248,9,True,Parliament of the United Kingdom,House of Commons of the United Kingdom
2249,8,True,House of Lords,House of Lords
2250,8,True,Kingdom of Ireland,Republic of Ireland
2251,9,True,"William Pitt, 1st Earl of Chatham","William Pitt, 1st Earl of Chatham"
2252,9,True,"Thomas Pelham-Holles, 1st Duke of Newcastle",Duke of Newcastle
2253,5,True,Whig Party (United States),Whigs (British political party)
2254,9,True,"William Pitt, 1st Earl of Chatham",University of Pittsburgh
2255,8,True,Duke of Devonshire,Duke of Devonshire
2256,9,True,"William Pitt, 1st Earl of Chatham",University of Pittsburgh
2257,9,True,"William Pitt, 1st Earl of Chatham",University of Pittsburgh
2258,10,True,Newcastle upon Tyne,"Newcastle, KwaZulu-Natal"
2259,8,True,Duke of Devonshire,Duke of Devonshire
2260,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2261,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2262,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2263,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2264,9,True,Duke of Devonshire,Duke of Devonshire
2265,8,True,Duke of Devonshire,Duke of Devonshire
2266,4,True,Duke of Devonshire,Duke of Devonshire
2267,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2268,9,True,Duke of Devonshire,Duke of Devonshire
2269,8,True,Duke of Devonshire,Duke of Devonshire
2270,4,True,Duke of Devonshire,Duke of Devonshire
2271,9,True,"William Cavendish, 4th Duke of Devonshire","William Cavendish, 1st Duke of Devonshire"
2272,1,False,notInC,Webster's Dictionary
2273,1,False,notInC,Webster's Dictionary
2274,8,True,Turkey,Turkey
2275,9,True,United States men's national soccer team,United States
2276,1,True,John F. Kennedy International Airport,John F. Kennedy International Airport
2277,7,True,New York metropolitan area,New York City
2278,8,True,Turkey,Turkey
2279,1,True,Turkish Airlines,Turkish Airlines
2280,5,True,Turkey,Turkey
2281,4,True,Manisa Province,Manisa
2282,5,True,Turkey,Turkey
2283,10,False,notInKB,notInKB
2284,3,False,notInC,Turkish Airlines
2285,8,True,FC Barcelona,FC Barcelona
2286,6,True,Manchester United F.C.,Manchester United F.C.
2287,2,True,United States men u0027 s national soccer team,United States Soccer Federation
2288,3,False,notInC,Turkish Airlines
2289,10,False,notInKB,notInKB
2290,10,True,United States,United States
2291,10,True,notInKB,notInKB
2292,10,True,United States,United States
2293,8,True,Turkey,Turkey
2294,1,True,Turkish Airlines,Turkish Airlines
2295,7,True,New York metropolitan area,New York City
2296,5,True,Turkey,Turkey
2297,9,True,United States,United States
2298,8,True,Turkey,Turkey
2299,8,True,United States,United States
2300,7,True,Czech Republic national football team,Czech Republic
2301,9,True,Denmark national football team,Denmark
2302,9,True,France,France
2303,8,True,Ukraine,Ukraine
2304,6,True,Belgium,Belgium
2305,5,True,Greece,Greece
2306,8,True,Turkey,Turkey
2307,8,True,United States,United States
2308,10,True,notInKB,notInKB
2309,0,False,notInC,Quake III Arena
2310,10,True,notInKB,notInKB
2311,10,True,notInKB,notInKB
2312,10,True,Marathon (video game),Marathon
2313,10,True,Marathon (video game),Marathon
2314,9,True,Bill Gates,Bill Gates
2315,10,True,notInKB,notInKB
2316,10,True,notInKB,notInKB
2317,10,True,notInKB,notInKB
2318,10,True,notInKB,notInKB
2319,10,True,notInKB,notInKB
2320,9,True,Republican Party (United States),Republican Party (United States)
2321,10,True,"Littleton, Colorado","Littleton, Colorado"
2322,8,True,Jesus,Jesus
2323,10,True,United States,United States
2324,8,True,PlayStation,Socialist Party (France)
2325,1,True,Wolfenstein 3D,Wolfenstein 3D
2326,1,True,Quake III Arena,Quake III Arena
2327,10,True,notInKB,notInKB
2328,6,True,Linux,Linux
2329,9,True,Microsoft Windows,Microsoft Windows
2330,5,True,notInKB,notInKB
2331,10,True,notInKB,notInKB
2332,10,True,notInKB,notInKB
2333,9,True,Bill Gates,Bill Gates
2334,9,True,Operating system,Operating system
2335,6,True,notInKB,notInKB
2336,5,True,notInKB,notInKB
2337,8,True,PlayStation,Socialist Party (France)
2338,7,True,Gate (airport),Gate
2339,10,True,notInKB,notInKB
2340,10,True,notInKB,notInKB
2341,3,True,Lunatic,Lunatic
2342,9,True,Frasier,Frasier
2343,6,True,CNN,CNN
2344,1,True,notInKB,notInKB
2345,10,True,notInKB,notInKB
2346,10,True,Columbine High School massacre,Columbine High School massacre
2347,10,True,notInKB,notInKB
2348,10,True,notInKB,notInKB
2349,9,False,notInC,Quake (natural phenomenon)
2350,2,True,Quake II,Quake II
2351,10,True,notInKB,notInKB
2352,10,True,notInKB,notInKB
2353,10,True,notInKB,notInKB
2354,10,True,"Littleton, Colorado","Littleton, Colorado"
2355,10,True,notInKB,notInKB
2356,7,True,Nebraska Cornhuskers football,Nebraska Cornhuskers football
2357,1,True,Carl Pelini,Carl Pelini
2358,1,True,John Papuchis,John Papuchis
2359,1,True,Jared Crick,Jared Crick
2360,10,True,notInKB,notInKB
2361,3,True,Big Ten Conference,Big Ten Conference
2362,6,True,Kevin Williams (defensive tackle),Kevin Williams (defensive tackle)
2363,1,True,Barney Cotton,Barney Cotton
2364,2,True,John Garrison (ice hockey),John Garrison (ice hockey)
2365,9,True,Jared Crick,Jared Crick
2366,6,True,Marcel Jones,Marcel Jones
2367,10,True,notInKB,notInKB
2368,7,True,Nebraska Cornhuskers football,Nebraska Cornhuskers football
2369,7,True,Nebraska Cornhuskers football,Nebraska Cornhuskers
2370,8,True,NU (University of Nebraska),Nu (mythology)
2371,8,True,University of Nebraska,Nu (mythology)
2372,7,True,Nebraska Cornhuskers football,Nebraska Cornhuskers football
2373,7,True,Oklahoma Sooners football,Oklahoma Sooners football
2374,1,True,Niles Paul,Niles Paul
2375,1,True,Taylor Martinez,Taylor Martinez
